232.658 xcp_udp:../genio/genio/file.cpp(35): open /fl/Lr0_5501 No such file or directory
232.658 xcp_udp:../xcp/e7.cpp(148): ERR errno=2 
232.709 xcp_udp:../stream/execute.cpp(432): log_erase 0
1200.022 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1201.022 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1202.042 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1203.042 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1204.042 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1205.042 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1206.062 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1207.062 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1208.082 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1209.102 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1210.122 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1211.142 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1212.142 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1213.162 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1214.182 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1215.182 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1215.862 xcp_udp:XCP connect [fe80:0000:0000:0000:40be:4205:91e4:707a]:59292
1215.869 xcp_udp:../xcp/eth.cpp(197): XCP connected
1216.182 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1216.573 xcp_udp:../genio/stream_info.cpp(524): ctx 000007ed Size=4628
1217.202 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1218.222 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1218.447 xcp_udp:../genio/stream_info.cpp(524): ctx 00000040 Size=3960
1219.222 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1220.242 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1221.262 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1222.262 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1223.262 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1223.744 xcp_udp:../genio/stream_info.cpp(524): ctx 000107ef Size=5020
1223.919 xcp_udp:../genio/stream_info.cpp(524): ctx 00000004 Size=164
1223.954 xcp_udp:../genio/stream_users.cpp(196): Size=844
1224.262 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1224.318 xcp_udp:../genio/stream_users.cpp(196): Size=3396
1224.542 xcp_udp:../xcp/appl.cpp(191): appl_program_mode
1224.543 main:core_thread.cpp(346): kill
1224.763 main:fw_sections.cpp(294): unmap
1224.764 main:ecu_thread.c(125): got signal 15, exiting...
1224.773 tpu.c(2276): free tpu memory
1224.776 ../mpc555x/flexcan.c(642): flexcana kbaud: 0
1224.779 main:core_thread.cpp(143): exited
1225.010 mdns:mdns.c(139): Updating service '15:3182:1:4'
1226.694 xcp_udp:../stream/execute.cpp(245): write_loggingmetadata
1235.397 xcp_udp:../stream/execute.cpp(215): write_firmware
1235.397 xcp_udp:../stream/execute.cpp(143): new: GPR (M130) 01.11.0050
1235.399 xcp_udp:../stream/execute.cpp(151): old: GPR (M130) 01.10.0008
1235.417 main:core_thread.cpp(351): erase
1235.417 main:fw_sections.cpp(322): exit
1235.417 main:fw_sections.cpp(294): unmap
1235.418 fs/xipfs/xipfs_mount.c(67): creating file system at /int/usr
1236.665 VFS: Mounting xipfs dev=/dev/h7f_us dir=/int/usr
1236.665 ../mpc555x/h7f.c(929): (EINVAL)
1236.665 VFS: Mounting xipfs dev=/dev/h7f_fp dir=/int/fpga
1236.666 ../mpc555x/h7f.c(929): (EINVAL)
1237.325 xcp_udp:../stream/execute.cpp(190): sidFirmwareEntities
1237.329 xcp_udp:../stream/execute.cpp(198): sidFirmwareELF
1237.329 main:core_thread.cpp(363): write
1238.378 main:fw_sections.cpp(105): init
1238.422 xcp_udp:../stream/execute.cpp(190): sidFirmwareEntities
1240.544 main:core_thread.cpp(358): restore
1240.544 main:core_thread.cpp(249): ERR EBADF=9 
1240.544 xcp_udp:../xcp/appl.cpp(211): appl_reboot
1240.544 main:core_thread.cpp(346): kill
1240.546 xcp_udp:core.cpp(52): firmware locked
1240.548 xcp_udp:enable_entities.cpp(151): found enable file /int/enable0/e1
1240.562 xcp_udp:../xcp/eth.cpp(145): XCP connection closed
1241.099 xcp_udp:XCP connect [fe80:0000:0000:0000:40be:4205:91e4:707a]:52120
1241.101 xcp_udp:../xcp/eth.cpp(197): XCP connected
1241.109 xcp_udp:../genio/stream_info.cpp(524): ctx 00000004 Size=176
1241.119 xcp_udp:../genio/stream_users.cpp(196): Size=844
1241.121 xcp_udp:../genio/stream_users.cpp(196): Size=0
1241.228 xcp_udp:../xcp/appl.cpp(191): appl_program_mode
1241.228 main:core_thread.cpp(346): kill
1241.245 xcp_udp:../genio/stream_info.cpp(524): ctx 00000068 Size=3856
1242.298 xcp_udp:../stream/execute.cpp(306): write_managedusersbase
1242.535 main:core_thread.cpp(358): restore
1242.535 main:core_thread.cpp(249): ERR EBADF=9 
1242.535 xcp_udp:../xcp/appl.cpp(211): appl_reboot
1242.535 main:core_thread.cpp(346): kill
1242.536 xcp_udp:core.cpp(52): firmware locked
1242.539 xcp_udp:enable_entities.cpp(151): found enable file /int/enable0/e1
1242.556 xcp_udp:../xcp/eth.cpp(145): XCP connection closed
1243.114 xcp_udp:XCP connect [fe80:0000:0000:0000:40be:4205:91e4:707a]:52121
1243.120 xcp_udp:../xcp/eth.cpp(197): XCP connected
1243.129 xcp_udp:../genio/stream_info.cpp(524): ctx 00000004 Size=176
1243.139 xcp_udp:../genio/stream_users.cpp(196): Size=844
1243.344 xcp_udp:../genio/stream_users.cpp(196): Size=3400
1243.467 xcp_udp:../xcp/appl.cpp(191): appl_program_mode
1243.467 main:core_thread.cpp(346): kill
1243.489 xcp_udp:../genio/stream_info.cpp(524): ctx 00000068 Size=4132
1244.190 xcp_udp:../stream/execute.cpp(258): write_memory
1244.818 xcp_udp:../stream/execute.cpp(411): write_logsetuplistbase
1244.852 xcp_udp:../logging/logging_stream.cpp(330): logging_stream_consolidate begin size=5372
1244.869 xcp_udp:../logging/logging_stream.cpp(415): logging_stream_consolidate end size=4336
1244.871 xcp_udp:../logging/metadata.cpp(260): logging_metadata_consolidate begin size=281944
1244.871 xcp_udp:../logging/metadata.cpp(269): skip consolidate: 2 old_ids == new_ids
1244.882 xcp_udp:../stream/execute.cpp(388): write_logsetuplist
1244.923 xcp_udp:../logging/logging_stream.cpp(330): logging_stream_consolidate begin size=8452
1244.946 xcp_udp:../logging/logging_stream.cpp(415): logging_stream_consolidate end size=7268
1244.948 xcp_udp:../logging/metadata.cpp(260): logging_metadata_consolidate begin size=281944
1244.948 xcp_udp:../logging/metadata.cpp(269): skip consolidate: 2 old_ids == new_ids
